blind_id,human_label,notes,reading_1_entailment_score,reading_2_entailment_score,reading_1_nli_label,reading_2_nli_label
T3A-0169,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001083,0.042866,neutral,neutral
T3A-0575,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001629,0.001531,neutral,neutral
T3A-0959,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.081991,0.015333,neutral,neutral
T3A-0090,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001331,0.002436,neutral,neutral
T3A-0654,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.051807,0.038875,neutral,neutral
T3A-0878,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003594,0.005003,neutral,neutral
T3A-0815,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003940,0.006989,contradiction,contradiction
T3A-0365,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.025659,0.004905,neutral,neutral
T3A-0535,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002269,0.009826,contradiction,contradiction
T3A-0637,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000747,0.000850,neutral,neutral
T3A-0149,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.115886,0.193460,neutral,neutral
T3A-0278,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001289,0.002025,neutral,neutral
T3A-0516,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002736,0.001573,neutral,neutral
T3A-0034,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001041,0.006142,neutral,neutral
T3A-0364,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003374,0.001713,neutral,neutral
T3A-0890,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004408,0.037014,contradiction,contradiction
T3A-0886,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.012371,0.002421,contradiction,neutral
T3A-0164,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001004,0.001145,neutral,neutral
T3A-0433,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001198,0.002531,neutral,neutral
T3A-0782,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.041255,0.974022,neutral,entailment
T3A-0939,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.005714,0.002274,neutral,neutral
T3A-0567,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000835,0.001265,neutral,neutral
T3A-0480,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001029,0.000511,contradiction,contradiction
T3A-0554,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004968,0.004194,neutral,neutral
T3A-0089,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001241,0.003375,neutral,neutral
T3A-0739,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001712,0.001543,neutral,neutral
T3A-0872,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001013,0.002065,neutral,neutral
T3A-0524,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.012192,0.009291,neutral,neutral
T3A-0587,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003511,0.007627,neutral,neutral
T3A-1037,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003713,0.004809,neutral,neutral
T3A-0103,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.017227,0.049044,neutral,neutral
T3A-0252,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002173,0.001051,neutral,neutral
T3A-0356,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001224,0.000989,neutral,neutral
T3A-0147,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000976,0.000973,neutral,neutral
T3A-0781,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000969,0.006451,neutral,neutral
T3A-0110,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.119827,0.120608,neutral,neutral
T3A-0229,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001309,0.001321,neutral,neutral
T3A-0580,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001040,0.003435,contradiction,neutral
T3A-0134,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.049948,0.013605,neutral,neutral
T3A-0592,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000691,0.000838,neutral,neutral
T3A-0974,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003742,0.013545,neutral,contradiction
T3A-0061,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000866,0.001129,neutral,neutral
T3A-0288,reading_1,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.954356,0.463476,entailment,neutral
T3A-0755,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000916,0.000921,neutral,neutral
T3A-0266,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001005,0.000846,neutral,neutral
T3A-0256,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000918,0.001124,neutral,neutral
T3A-1056,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001481,0.002249,neutral,neutral
T3A-0731,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000912,0.001225,neutral,neutral
T3A-0014,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.953125,0.951498,entailment,entailment
T3A-0752,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002048,0.002009,neutral,neutral
T3A-0550,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001469,0.002748,neutral,neutral
T3A-0646,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.112288,0.272714,neutral,neutral
T3A-0937,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.007463,0.002922,neutral,neutral
T3A-0161,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.128836,0.019835,neutral,neutral
T3A-0204,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001132,0.012560,neutral,neutral
T3A-0492,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001299,0.019775,neutral,neutral
T3A-0272,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.042891,0.058195,neutral,neutral
T3A-0071,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.154240,0.118568,neutral,neutral
T3A-0648,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003378,0.003240,neutral,neutral
T3A-0908,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000956,0.002281,neutral,neutral
T3A-0391,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.327625,0.193186,neutral,neutral
T3A-0669,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000977,0.001021,neutral,neutral
T3A-1079,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003148,0.675397,neutral,entailment
T3A-0190,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.009229,0.009842,neutral,neutral
T3A-0231,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002783,0.002300,contradiction,contradiction
T3A-0501,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001932,0.001717,neutral,neutral
T3A-0844,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.828473,0.962044,entailment,entailment
T3A-0310,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.030105,0.049573,neutral,neutral
T3A-0616,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.042833,0.065829,neutral,neutral
T3A-0784,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001350,0.001427,neutral,neutral
T3A-0487,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.016063,0.033187,neutral,neutral
T3A-0740,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000995,0.000719,neutral,neutral
T3A-0968,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004790,0.022638,contradiction,neutral
T3A-1036,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.005714,0.016874,neutral,neutral
T3A-0868,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002629,0.001744,contradiction,neutral
T3A-0399,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001665,0.001183,contradiction,neutral
T3A-0121,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002404,0.005106,neutral,neutral
T3A-0035,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.009155,0.005536,neutral,neutral
T3A-0787,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.021325,0.175109,neutral,neutral
T3A-0018,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.314914,0.631748,neutral,entailment
T3A-0225,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.005582,0.004891,neutral,neutral
T3A-0401,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003357,0.028484,neutral,neutral
T3A-0508,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001279,0.994344,neutral,entailment
T3A-0312,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003136,0.011746,neutral,neutral
T3A-0806,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002561,0.007059,neutral,neutral
T3A-0960,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.128371,0.003509,neutral,contradiction
T3A-0016,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001040,0.001035,neutral,neutral
T3A-0824,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.026390,0.024973,neutral,neutral
T3A-0775,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.018802,0.003083,neutral,neutral
T3A-0906,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001565,0.001559,neutral,neutral
T3A-0963,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.008132,0.005833,contradiction,neutral
T3A-0922,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.977043,0.952683,entailment,entailment
T3A-1028,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.008818,0.005547,neutral,neutral
T3A-0803,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.027034,0.003055,neutral,neutral
T3A-0416,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.013311,0.004904,neutral,neutral
T3A-0077,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.014000,0.004367,neutral,contradiction
T3A-0847,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.140240,0.011277,neutral,neutral
T3A-0857,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.134605,0.223225,neutral,neutral
T3A-0446,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003552,0.006384,contradiction,contradiction
T3A-0766,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003090,0.002349,neutral,neutral
T3A-0956,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001878,0.001846,neutral,neutral
T3A-0458,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004360,0.002946,neutral,neutral
T3A-0901,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.047481,0.042010,neutral,neutral
T3A-0711,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.019963,0.012760,contradiction,neutral
T3A-0171,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001221,0.003156,neutral,neutral
T3A-0437,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.008643,0.050450,neutral,neutral
T3A-0457,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000712,0.000641,neutral,neutral
T3A-0314,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.103728,0.048137,neutral,neutral
T3A-0735,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.006748,0.004899,neutral,neutral
T3A-0978,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000820,0.001084,neutral,neutral
T3A-0641,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.035412,0.070809,neutral,neutral
T3A-0681,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002739,0.003073,neutral,neutral
T3A-0329,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.110942,0.257567,neutral,neutral
T3A-0569,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.332693,0.270103,neutral,neutral
T3A-0744,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000950,0.002914,neutral,neutral
T3A-0973,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001805,0.023735,neutral,neutral
T3A-0920,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.008429,0.008578,neutral,neutral
T3A-1014,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000963,0.000936,neutral,neutral
T3A-0085,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.190126,0.227530,neutral,neutral
T3A-0274,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001425,0.001846,neutral,neutral
T3A-0532,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002685,0.000952,neutral,neutral
T3A-0619,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001182,0.001096,neutral,neutral
T3A-0975,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000837,0.000946,neutral,neutral
T3A-0509,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.007397,0.003373,neutral,contradiction
T3A-0856,reading_1,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.720376,0.541102,entailment,entailment
T3A-0915,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002137,0.000859,neutral,neutral
T3A-0957,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002090,0.008270,neutral,contradiction
T3A-0864,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.993940,0.991590,entailment,entailment
T3A-0410,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.060847,0.011162,neutral,contradiction
T3A-0671,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.328436,0.247199,neutral,neutral
T3A-0701,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.075691,0.183184,neutral,neutral
T3A-0769,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000737,0.001172,neutral,neutral
T3A-0675,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001562,0.001103,neutral,neutral
T3A-0340,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.514129,0.540841,entailment,entailment
T3A-0627,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.015203,0.019589,neutral,neutral
T3A-0946,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003412,0.012836,neutral,neutral
T3A-0293,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000796,0.000726,neutral,neutral
T3A-0196,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.071749,0.340627,neutral,neutral
T3A-0570,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.572307,0.976148,entailment,entailment
T3A-0948,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002669,0.002138,contradiction,neutral
T3A-0485,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004229,0.001288,neutral,neutral
T3A-0557,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.012068,0.079492,neutral,contradiction
T3A-0408,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003562,0.004059,contradiction,neutral
T3A-0889,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.044029,0.936502,neutral,entailment
T3A-0763,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.005684,0.004382,neutral,neutral
T3A-0866,reading_1,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.716401,0.124501,entailment,contradiction
T3A-0832,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003257,0.001183,neutral,neutral
T3A-0690,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004052,0.003361,neutral,neutral
T3A-0593,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.339826,0.003830,neutral,neutral
T3A-0207,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000947,0.000881,neutral,neutral
T3A-0301,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.008629,0.008348,neutral,contradiction
T3A-0038,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001298,0.014622,neutral,neutral
T3A-0635,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.368139,0.083884,neutral,neutral
T3A-0623,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.096124,0.070765,contradiction,contradiction
T3A-0139,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.005083,0.003807,neutral,neutral
T3A-1081,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.010305,0.000942,neutral,neutral
T3A-0491,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.738703,0.961602,entailment,entailment
T3A-1052,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.086652,0.073611,neutral,neutral
T3A-1083,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001436,0.000744,neutral,neutral
T3A-0797,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.223849,0.290379,neutral,neutral
T3A-1047,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.469838,0.286825,neutral,neutral
T3A-0964,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.006804,0.004459,contradiction,neutral
T3A-0046,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002249,0.004663,neutral,neutral
T3A-0137,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.264505,0.071655,neutral,neutral
T3A-0341,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.344715,0.094641,neutral,neutral
T3A-0107,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.058060,0.165846,neutral,neutral
T3A-0840,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000936,0.001344,neutral,neutral
T3A-1004,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000795,0.000627,neutral,neutral
T3A-0602,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002265,0.002077,neutral,neutral
T3A-0366,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002558,0.004983,neutral,neutral
T3A-0780,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.011746,0.058283,neutral,neutral
T3A-0260,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.237397,0.302571,neutral,neutral
T3A-0843,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.025719,0.023954,neutral,neutral
T3A-0800,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003445,0.002858,neutral,neutral
T3A-0770,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002539,0.005186,contradiction,contradiction
T3A-0482,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.343103,0.393963,neutral,neutral
T3A-0400,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000775,0.001283,neutral,neutral
T3A-0021,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004348,0.010605,contradiction,neutral
T3A-0682,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002701,0.002722,neutral,neutral
T3A-0599,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000855,0.000825,neutral,neutral
T3A-0733,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002655,0.004270,neutral,neutral
T3A-0558,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.006581,0.016521,neutral,neutral
T3A-0539,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.007737,0.058504,neutral,neutral
T3A-0863,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.034724,0.005057,neutral,neutral
T3A-1048,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.994536,0.993902,entailment,entailment
T3A-0807,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000505,0.006654,contradiction,neutral
T3A-0088,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002173,0.005561,contradiction,contradiction
T3A-0192,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001258,0.000964,neutral,neutral
T3A-0427,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001203,0.001080,neutral,neutral
T3A-1031,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.132497,0.195526,neutral,neutral
T3A-0247,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001610,0.003127,neutral,neutral
T3A-0362,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.108562,0.012514,neutral,neutral
T3A-0002,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002575,0.002524,neutral,contradiction
T3A-0947,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001497,0.002381,contradiction,contradiction
T3A-0299,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001435,0.001332,neutral,neutral
T3A-0148,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002443,0.002292,neutral,neutral
T3A-0248,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001262,0.006820,neutral,neutral
T3A-0589,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.175381,0.348857,neutral,neutral
T3A-0528,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.007623,0.003194,neutral,neutral
T3A-0017,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.144404,0.237150,neutral,neutral
T3A-0549,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.009795,0.010862,neutral,neutral
T3A-0810,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002020,0.036562,neutral,neutral
T3A-0512,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001111,0.002049,neutral,neutral
T3A-0632,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.011881,0.004514,contradiction,neutral
T3A-0065,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.038150,0.061747,contradiction,contradiction
T3A-0469,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000604,0.001286,contradiction,contradiction
T3A-0430,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003874,0.003991,neutral,neutral
T3A-0705,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001447,0.003284,neutral,neutral
T3A-0049,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.192682,0.008282,neutral,neutral
T3A-0125,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.020133,0.047042,neutral,neutral
T3A-0986,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.009131,0.032809,neutral,neutral
