blind_id,instance_id,model_blind,ambiguous_sentence,ambiguity_side,gold_reading_1,gold_reading_2,gold_readings_extra,continuation,human_label,notes
T3A-0274,35782,Model A,I had to pull over to the side of the road.,hypothesis,"I pulled over to the side of the road, because I had to.","I needed to pull over to the side of the road, whether or not I actually did.",,"After a few minutes, it got to the point where I was in a panic.",,
T3A-0532,11_c,Model A,The majority of Georgians incarcerated in local jails have never been convicted of crime. They are simply too poor to pay their bail.,premise,The majority of Georgians incarcerated in local jails are not there because they were convicted of crime. They are simply too poor to pay their bail.,The majority of Georgians incarcerated in local jails have never been convicted of crime in their entire lives. They are simply too poor to pay their bail.,,"Also, the overwhelming majority of these people have no connections to drug dealing.",,
T3A-0619,51646,Model B,They could have afforded it if they had wanted to.,hypothesis,They could have afforded it if they had wanted to be able to.,They could have afforded it if they had wanted to buy it.,,"They are often over paid because employers today treat the medical industry as if they are entitled to far more than the average worker, therefore creating us with the worst",,
T3A-0975,1883,Model B,"In spite of these findings, many people still believe that extraterrestrial life exists.",premise,"In spite of these findings, many people still believe that extraterrestrial life exists, though many others do not.","In spite of these findings, many people still believe that extraterrestrial life exists; there may or may not be many others who disagree.",,15) Evolution as Goal – New?,,
T3A-0509,62408,Model B,The city is not a good place to find a job.,hypothesis,The city is not an easy place to find a job.,The city is not a good place to work.,,100+ high school students from the collective turned out to spaces they'd either created or had created by Mad*Pow t o explore emerging opportunities in their industry.,,
T3A-0856,28935,Model A,"Some nights, the baby is fed milk.",hypothesis,"At least some nights, the baby is fed milk.","Some nights, the baby is fed milk, but not all nights.",,"On other nights, the baby is fed formula.",,
T3A-0915,54119,Model B,The conference center is where I will be waiting for you.,hypothesis,Inside the conference center is where I will be waiting for you.,By the conference center is where I will be waiting for you.,,(Look for the sign outside.),,
T3A-0957,75807,Model B,I have never been to Europe.,hypothesis,I have never been to Europe before this trip.,"I have never been to Europe, including now.",,"Perhaps someday I would like to go, but I'd probably draw the line at the Old Both in Ireland.",,
T3A-0864,64473,Model A,He must have been angry.,premise,It must be the case that he was angry.,He was probably angry.,,He must have been angry.,,
T3A-0410,114_c,Model A,"The professor admitted that no students wrote course evaluations, which is surprising.",premise,It is surprising that the professor admitted that no students wrote course evaluations.,The professor admitted the surprising fact that no students wrote course evaluations.,,Choose the best answer from the above options:,,
T3A-0671,45528,Model B,Social media has been shown to have a negative effect on self-esteem.,premise,It has been revealed that social media has a negative effect on self-esteem.,Social media has been shown by some studies to have a negative effect on self-esteem.,,1 These sites make people more focused on outward appearance and evaluation because individuals can post portraits of themselves and photos that display their lives.,,
T3A-0701,85007,Model B,"If a person has a right to life, then that person has a right to the basic necessities of life.",premise,"Since a person has a right to life, that person has a right to the basic necessities of life.","If it is true that a person has a right to life, then that person must have a right to the basic necessities of life.",,"And, under our laws and constitution, we come into the world with a bundle of rights, not responsibilities-- we don't start off as property of our",,
T3A-0769,12854,Model B,I wonder if the store is open.,premise,I wonder if the store has opened for business yet.,I wonder if the store is currently open.,,Can't hear a thing.,,
T3A-0675,67167,Model B,This is not to say that she is not a good person.,premise,This is not necessarily to say that she is not a good person.,"This is not to say that she is not a good person, because she is.",,But her constant behavior during this appointment did not gain me the confidence needed to trust her with my heart.,,
T3A-0340,124_c,Model A,I am afraid that the patient is not progressing as quickly as we had hoped.,premise,I am worried that the patient is not progressing as quickly as we had hoped.,I am sorry to share that the patient is not progressing as quickly as we had hoped.,,"Robert: That's unfortunate, I was confident that you would make great progress.",,
T3A-0627,45090,Model B,We must work together to ensure that all children have the opportunity to reach their full potential.,premise,"We must work together to ensure that all children have the opportunity to reach their full potential, whether or not that's already true.","We must work together to ensure that all children have the opportunity to reach their full potential, as opposed to the current state of affairs.",,We can all do our part by volunteering our time to support children in our area schools.,,
T3A-0946,77_c,Model A,The editor did not find many mistakes in the paper.,premise,There were many mistakes in the paper that the editor did not find.,The editor searched for mistakes in the paper and did not find many.,,2.,,
T3A-0293,13988,Model B,The study found that there was a correlation between anxiety and academic performance.,premise,The study showed that there was a correlation between anxiety and academic performance.,The study concluded that there was a correlation between anxiety and academic performance.,,21 Studies on Stress and Anxiety from the last 20 Years.,,
T3A-0196,6566,Model A,Just because I don't agree with you doesn't mean I hate you.,premise,"Despite not agreeing with you, that doesn't mean I hate you.",Merely not agreeing with you doesn't mean I hate you.,,I'm not trying to convert you.,,
T3A-0570,101658,Model A,I don't think that the glass is half empty.,premise,"I don't think that the glass is half empty, metaphorically.",I don't think that the glass is exactly half empty.,I don't think that the glass is at least half empty.,"Instead, I think that the glass is half full.",,
T3A-0948,88197,Model A,I was not consulted about this change.,premise,I was not informed and asked about this change.,I was not sought for advice about this change.,,If you want to make a fundamental change to the game it needs to be approved by the community in the voting process.,,
T3A-0485,81349,Model B,The exhibit is interactive.,hypothesis,Part of the exhibit is interactive.,All of the exhibit is interactive.,,3D printers will be showcased.,,
T3A-0557,82_c,Model B,I don't know how big the music school is.,premise,I don't know how many people attend the music school.,I don't know how big the music school building is.,,12 children sitting here.,,
T3A-0408,888,Model A,"The U.S. Department of Justice is now moving to shut down the ""welfare to work"" program in six states, including California, Florida, and Michigan.",premise,"The U.S. Department of Justice is now executing the shutdown the ""welfare to work"" program in six states, including California, Florida, and Michigan.","The U.S. Department of Justice is now moving towards the goal of shutting down the ""welfare to work"" program in six states, including California, Florida, and Michigan.",,"The attorney for the state of California, Jerry Brown, is now suing the Justice Department for its welfare to work program.",,
T3A-0889,70407,Model B,"If an employee is fired for cause, the employer is not required to give the employee a severance package.",premise,"If an employee is fired for a cause, the employer is not required to give the employee a severance package; otherwise, the employer is required to do so.","At least in the case where an employee is fired for cause, the employer is not required to give the employee a severance package.",,"In fact, the law bars severance pay for cause.",,
T3A-0763,93258,Model B,A study by the American Academy of Pediatrics found that many parents are reluctant to have their children vaccinated.,premise,A study by the American Academy of Pediatrics determined that many parents are reluctant to have their children vaccinated.,A study by the American Academy of Pediatrics concluded that many parents are reluctant to have their children vaccinated.,,27% of parents who decline vaccination do not trust vaccine safety and effectiveness.,,
T3A-0866,14_c,Model A,I swore to myself.,premise,I cussed to myself.,I promised to myself.,,I swore to my country.,,
T3A-0832,101_c,Model A,I'm looking for a charger.,premise,I'm looking for a lost charger.,I'm looking to acquire a charger.,,"I have a li-ion 10,000 mah battery.",,
T3A-0690,93090,Model A,I'm interested in money.,hypothesis,I'm interested in money as a subject.,I'm interested in making money.,,And I'm not interested in standards.,,
T3A-0593,11422,Model B,I'm going to have to ask you to leave.,premise,I have to ask you to leave.,I will later have to ask you to leave.,,00 € (excluant transport) Ajouter au panier (sous forme de livraison).,,
T3A-0207,72_c,Model B,There will be a lot of baby talk over brunch today.,premise,There will be a lot of talk about babies over brunch today.,There will be a lot of talk in the style of babies over brunch today.,,My friend Yasim Delalle and his partner Kathryn just became first-time parents yesterday!,,
T3A-0301,3711,Model B,The organization needs to flatten its structure.,hypothesis,The organization is moving to flatten its structure.,It is necessary that the organization flattens its structure.,,"56 I thought I d heard funny things in my office, but this drunk Russia beer is enough to make Abraham Lincoln seem like a stand up comic.",,
T3A-0038,38708,Model A,I wonder how he got the job.,premise,I don't know the process he went through to get the job.,I am skeptical that he was qualified to get the job.,,I guess he didn't have a college degree.,,
T3A-0635,9136,Model B,The jury returned a verdict of guilty for first degree murder.,premise,The jury returned a single verdict of guilty for first degree murder.,"The jury returned a verdict of guilty for first degree murder, possibly among other verdicts.",,"The trial court sentenced Sanders to death, giving findings of statutory aggravating circumstances under section 565.012.4(l), (2), (10), (",,
T3A-0623,75877,Model B,The defense does not have to prove that the defendant is innocent.,hypothesis,The defense does not have to prove that the defendant is definitely innocent.,The defense does not have to prove that the defendant is legally innocent.,,"Instead, the defendant must be shown to be guilty.",,
T3A-0139,120_c,Model B,She needed to know only what he told her.,premise,He is the only one who told her what she needed to know.,What he told her is all she needed to know.,,6: Heroes and Villains .,,
T3A-1081,36569,Model B,The new law will come into effect on January 1st.,premise,"The new law, to contrast with an old one, will come into effect on January 1st.",The newly created law will come into effect on January 1st.,,2022.,,
T3A-0491,46837,Model B,Some of the workers were given a raise.,hypothesis,"Some of the workers were given a raise, and others were not.",It is the case that at least some of the workers were given a raise.,,"50 % of them got a raise of 50 %, followed by another 25 %.",,
T3A-1052,60798,Model A,Social media has had a profound effect on the way we communicate.,premise,Social media has had a dramatic effect on the way we communicate.,Social media has had a deeply interesting effect on the way we communicate.,,1.,,
T3A-1083,16317,Model B,This is not to say that the world is not a dangerous place.,premise,"This is not to say that the world is not a dangerous place, because it is.","This is not to say that the world is not a dangerous place, though it may be true.",,Unfortunately so many people just do not realize that the Luciferian agenda embodied by the New World Order is making the world as a whole a great deal,,
T3A-0797,6351,Model B,We examine the effect of family structure on child outcomes.,premise,We examine the possible effect of family structure on child outcomes.,We examine the established effect of family structure on child outcomes.,,We find that stability is a more important determinant of outcome than the particular family configuration.,,
T3A-1047,92281,Model B,I was informed that the patient is doing well.,premise,I was informed of the fact that the patient is doing well.,I was told that the patient is doing well.,,"This avid Evangel Recruit went through the Lord s has been received very well, and it is hearts on multiple occasions that I would share good news.",,
T3A-0964,66303,Model A,The problem cannot be solved if we work together.,hypothesis,"If we work together, then the problem cannot be solved.",The problem cannot be solved even if we work together.,,C.,,
T3A-0046,28632,Model A,The accident is still a mystery.,hypothesis,What the accident was is still a mystery.,The accident is still shrouded in mystery.,,A.,,
T3A-0137,82431,Model B,It is imperative that the city should have a fire department.,premise,It is imperative that the city should establish a fire department.,"It is imperative that the city should have a fire department, regardless of whether it already does.",,"As nation-level fire protection agencies will take too long to respond to our emergencies, a local fire brigade is the best possible solu",,
T3A-0341,92061,Model B,He was my brother.,hypothesis,He was my biological brother.,He was my brother from another mother.,,"He was my big brother and even though I fight to maintain my innocence towards my sister, by extension, I had a connection to her too.",,
T3A-0107,83828,Model B,The man was trying to improve his health by exercising and eating better.,premise,The man was trying to improve his health only by exercising and eating better.,The man was trying to improve his health by exercising and eating better (among possibly other measures).,,He was losing weight and had hired a personal trainer and needed a gym.,,
T3A-0840,55114,Model A,This law is designed to protect the environment.,premise,This law is designed mainly to protect the environment.,"This law is designed to protect the environment, possibly among other goals.",,"It is a law, but it is not the primary goal of the law.",,
T3A-1004,11059,Model A,We will have to leave early if we don't want to get there after dark.,hypothesis,We will have to leave early if we want to get there before dark.,We will have to leave early if we want to get there before dark or not get there at all.,,The architecture and the vibe of the place is fantastic.,,
T3A-0602,5393,Model A,A lot of people are under the impression that the stock market is a place where you can make a lot of money quickly.,premise,A lot of people are under the mistaken impression that the stock market is a place where you can make a lot of money quickly.,A lot of people think that the stock market is a place where you can make a lot of money quickly.,,This is just not true.,,
T3A-0366,82735,Model A,The Department of Education is responsible for Title IX.,hypothesis,The Department of Education is responsible for enforcing Title IX.,The Department of Education is responsible for the creation of Title IX.,,"Title IX was enacted to prohibit discrimination based on sex in education, particularly in regards to the rights and opportunities of women and girls.",,
T3A-0780,25187,Model A,I don't like to drink coffee.,premise,"I don't like to drink coffee, which is why I don't.","I don't like to drink coffee, whether or not I actually drink it.",,I don't like to listen to music.,,
T3A-0260,53392,Model A,They will have to leave the country.,premise,They have no choice but to leave the country.,They will have to leave the country to meet some (possibly optional) objective.,,"If they don't leave, it will be a terrorist activity.",,
T3A-0843,78_c,Model B,John opened the door again.,premise,"The door was open before, and John opened the door again.","John opened the door before, and did it again.",,"The light shone on my sleeping form, and I gripped my mountaintop tight.",,
T3A-0800,51435,Model A,The teacher asked the students if they could name the countries in North America.,hypothesis,The teacher asked the students to name the countries in North America.,The teacher asked the students if they are able to name the countries in North America.,,"30 students answered yes, 20 students answered no, and 7 students did not answer.",,
T3A-0770,12854,Model A,I wonder if the store is open.,premise,I wonder if the store has opened for business yet.,I wonder if the store is currently open.,,Merry Christmas!,,
T3A-0482,56487,Model A,The little girl's feet were too big for her mother's shoes.,hypothesis,The little girl's feet were too big for her mother's shoes to fit.,The little girl's feet were too big for her mother's shoes to be comfortable.,,The _ were crowded.,,
T3A-0400,21878,Model A,The company is moving to a new office building because the current one is too small.,premise,The company is moving to a new office building solely because the current one is too small.,The company is moving to a new office building partly because the current one is too small.,,Here are the different options for the new building: 1.,,
T3A-0021,107_c,Model B,Desegregation was becoming disbanded in Charlotte thanks to the magnet schools.,hypothesis,Desegregation was fortunately becoming disbanded in Charlotte because of the magnet schools.,Desegregation was becoming disbanded in Charlotte at the fault of the magnet schools.,,Policy-created racial imbalance was taken into account with magnet schools.,,
T3A-0682,127_c,Model A,"No worries, I am just having the usual advisor problems.",premise,"No worries, I am just having the usual problems that advisors have.","No worries, I am just having the usual problems relating to advisors.",,"I have a deadline to apply for a teaching assistant position, so I have been trying to work out a thesis plan, but I am having a hard",,
T3A-0599,16873,Model B,They have to leave early in order to make it on time.,hypothesis,They will have to leave early in order to make it on time.,"Generally, they have to leave early in order to make it on time.",,48 Likes.,,
T3A-0733,70006,Model B,We can only hope that the current unrest in the country will lead to positive change.,premise,"We can't know for sure, but we can hope that the current unrest in the country will lead to positive change.",The only thing we can hope for is that the current unrest in the country will lead to positive change.,,2020,,
T3A-0558,82_c,Model A,I don't know how big the music school is.,premise,I don't know how many people attend the music school.,I don't know how big the music school building is.,,But it seems to be a good job.,,
T3A-0539,123_c,Model B,"The teacher told the students that they needed to be quiet, in order to hear the guest speaker.",premise,"The teacher, in order to hear the guest speaker, told the students that they needed to be quiet.",The teacher told the students that they needed to be quiet in order for them to hear the guest speaker.,,He instructed us to close our eyes.,,
T3A-0863,64473,Model B,He must have been angry.,premise,It must be the case that he was angry.,He was probably angry.,,さて、あれから何らかの手こずった行動があんたじゃなかったらしい。 And then she must have bit the bullet.,,
T3A-1048,92281,Model A,I was informed that the patient is doing well.,premise,I was informed of the fact that the patient is doing well.,I was told that the patient is doing well.,,I heard that the condition of the patient is good.,,
T3A-0807,27825,Model B,You cannot be helped by anyone with this.,hypothesis,There is no one who can help you with this.,You cannot be helped by simply anyone with this; it has to be someone particular.,,"This is all about setting you on the right track, to make the decisions that will remove this and other core issues from your lives.",,
T3A-0088,128_c,Model A,He's drawing on the bus.,hypothesis,"He's on the bus, drawing.",He's drawing on the surface of the bus.,,I can't see the bus.,,
T3A-0192,24960,Model A,The students were asked to complete the assignment by the end of the week.,premise,The students were asked to complete the assignment by a certain time that is before the end of the week.,The students were asked to complete the assignment by a certain time that happens to be the end of the week.,"The students were asked to complete the assignment by the end of the week, whenever that may be.",3/4 of the students finished the assignment within the first day.,,
T3A-0427,77092,Model B,I think that the new software is not very user-friendly.,premise,"I think that the new software is not exceptionally user-friendly, though it may be somewhat user-friendly.",I think that the new software is not user-friendly.,,Especially to those who upgrade from the older version.,,
T3A-1031,101753,Model B,The results of the study indicate that a majority of the participants had a positive reaction to the new treatment.,premise,The results of the study suggest that a majority of the participants had a positive reaction to the new treatment.,The results of the study demonstrated that a majority of the participants had a positive reaction to the new treatment.,,"64.4% of participants said they would go for a second neuromodulation treatment, versus 53.4% who said they would go for a",,
T3A-0247,40028,Model B,The review is being conducted by an external organization.,hypothesis,The review is being conducted at this time by an external organization.,"The review is being conducted, now or in the future, by an external organization.",,The Norman Transcript (2/5/12) included details: Lieutenant Kerry Turney took over as chief detective for the Norman Police Department last year,,
T3A-0362,59057,Model A,"As the use of fossil fuels decreases, the need for renewable energy sources will increase.",premise,"If the use of fossil fuels decreases, the need for renewable energy sources will increase accordingly.","The use of fossil fuels will decrease, and the need for renewable energy sources will increase accordingly.",,2.,,
T3A-0002,19_c,Model A,I hope there are more interactive exhibits in the museum.,premise,I hope there are more exhibits that are interactive in the museum.,I hope there are exhibits that are more interactive in the museum.,,One of the best features of the museum is the interactive exhibits that allow visitors to explore the exhibits in a fun and engaging way.,,
T3A-0947,88197,Model B,I was not consulted about this change.,premise,I was not informed and asked about this change.,I was not sought for advice about this change.,,My trust in NCR/HHC was based on actually listening to the substantive conversation.,,
T3A-0299,96018,Model B,"They discovered that the plant had, for the first time, produced a new type of flower.",premise,"They discovered that the plant had produced a new type of flower, which it had never done before.",They discovered that the plant had produced a new type of flower that it had never produced before.,,"Researchers tricked a weeping fig, one of the most commonly grown indoor plant species, into flowering by simply lowering the temperature in a greenhouse.C",,
T3A-0148,59939,Model A,The repairs are expensive.,hypothesis,The repairs are a big expense.,The repairs are expensive relative to other repairs.,,"Based on the information provided, can you determine the cost of the repairs?",,
T3A-0248,40028,Model A,The review is being conducted by an external organization.,hypothesis,The review is being conducted at this time by an external organization.,"The review is being conducted, now or in the future, by an external organization.",,The review will be completed by the end of the year.,,
T3A-0589,58103,Model B,The employees were not entitled to overtime compensation because they were required to attend mandatory training sessions outside of their regular work hours.,hypothesis,The employees were not given overtime compensation because they were required to attend mandatory training sessions outside of their regular work hours.,"The employees were not entitled, in principle, to overtime compensation because they were required to attend mandatory training sessions outside of their regular work hours.",,"The mandatory training sessions satisfied the uniform, employers establish, unique, and integral test for work-related training to avoid overtime requirements.",,
T3A-0528,74447,Model A,The old procedure was inefficient and costly.,hypothesis,The old procedure was more inefficient and costly.,The old procedure was completely inefficient and costly.,,The new procedure is efficient and cost-effective.,,
T3A-0017,8101,Model B,Some of the students in the class were given a detention.,hypothesis,Some but not all of the students in the class were given a detention.,At least some of the students in the class were given a detention.,,"5 that the categories A15 20 A25 20 A35 20 A45 10 Then the sample average of salary is, addition to addressing the",,
T3A-0549,76_c,Model B,"She is looking for a Russian teacher for her kids, because she thinks it would be beneficial for her kids.",premise,"She is looking for a teacher to teach Russian to her kids, because she thinks it would be beneficial for her kids.","She is looking for a teacher who is Russian for her kids, because she thinks it would be beneficial for her kids.",,512 S.,,
T3A-0810,122_c,Model A,It is important for us to be able to work together in order to make progress.,premise,It is important for us to be able to work together and thereby make progress.,"If we want to make progress, it is important for us to be able to work together.",,1.,,
T3A-0512,3654,Model A,A large number of people were not willing to take the risk.,premise,"A large number of people, and possibly all people, were not willing to take the risk.","A large number of people, but not all people, were not willing to take the risk.",,B.The difference in the value of the shares was huge.,,
T3A-0632,82457,Model A,"All things being equal, she would have chosen the job in New York.",premise,"If the situation were different such that all things were equal, she would have chosen the job in New York.","All things being equal, she would have chosen the job in New York, and she may have.",,"All things being equal, she would have chosen the job in New York.",,
T3A-0065,119_c,Model B,Paola drinks milk.,hypothesis,Paola drinks animal milk.,"Paola drinks milk, as in the white juice of certain plants.",,8 times more than eduardo,,
T3A-0469,81650,Model B,I don't think that I could ever really be happy living in the country.,hypothesis,I don't think that I could ever really be happy living in the nation.,I don't think that I could ever really be happy living in the countryside.,,This is the life for me.,,
T3A-0430,7162,Model A,There is no scientific evidence that extraterrestrial life exists.,hypothesis,There is no scientific evidence to be found that extraterrestrial life exists.,There has been no scientific evidence collected that extraterrestrial life exists.,,"That being said, the belief that extraterrestrial life exists is a widely held belief among many people.",,
T3A-0705,37060,Model B,The crowd turned to the man on the stage.,premise,The crowd turned to look at the man on the stage.,The crowd turned their bodies toward the man on the stage.,,400 people had travelled from across Scotland to hear him at South Lanarkshire College today.,,
T3A-0049,64918,Model B,"If a business is doing well, its stock price may increase.",premise,"Even if a business is doing well, its stock price may or may not increase.","If a business is doing well, this would increase the chances that its stock price increases.",,3.,,
T3A-0125,20021,Model B,I am failing English.,premise,I am going to fail English.,I currently have a failing grade in English.,,"1,874 views.",,
T3A-0986,57249,Model A,It is difficult to be a good role model for your children when you are not a good role model for yourself.,premise,It is challenging to be a good role model for your children when you are not a good role model for yourself.,You cannot be a good role model for your children without being a good role model for yourself.,,You need to get therapy and focus on yourself.,,
T3A-0712,37555,Model A,He didn't see the big picture.,premise,He didn't see the physical big picture.,He didn't see the metaphorical big picture.,,He didn't see that we weren't in a government shutdown.,,
T3A-0296,91_c,Model A,I would like to finish the book sometime this year.,premise,I would like to finish reading the book sometime this year.,I would like to finish writing the book sometime this year.,,I have some other books left to read.,,
T3A-1002,54883,Model A,We can't wait to see what will happen.,premise,We can’t wait to witness what will happen.,We can’t wait to find out what will happen.,,"In the future, we'll be dreaming big.",,
T3A-0750,85444,Model A,A small number of countries have not yet ratified the treaty.,premise,Only a small number of countries have not yet ratified the treaty.,At least a small number of countries have not yet ratified the treaty.,,B.,,
T3A-0713,130_c,Model B,He told me the issue was resolved yesterday.,premise,"He told me that yesterday, the issue was resolved.",He told me yesterday that the issue was resolved.,,"10-Type, FireProof, no short.",,
T3A-0624,75877,Model A,The defense does not have to prove that the defendant is innocent.,hypothesis,The defense does not have to prove that the defendant is definitely innocent.,The defense does not have to prove that the defendant is legally innocent.,,"Rather, they have to prove that the government's evidence is not legally sufficient.",,
T3A-0562,110_c,Model A,Only Tom likes his passport picture.,hypothesis,No one likes Tom's passport picture except Tom himself.,"No one likes their own passport picture, except Tom.",,A.,,
T3A-0876,36529,Model A,It's not right.,hypothesis,It's not just.,It's not factually correct.,,I don't believe in the natural order of things.,,
T3A-1008,68_c,Model A,Your boss is a funny man.,premise,Your boss is a peculiar man.,Your boss is a humorous man.,,Your boss is a funny man.,,
T3A-0918,3_c,Model A,I will not be moving with my partner to the new job.,premise,It is not the case that my partner and I are both moving to the new job.,"My partner is moving to the new job, but I will not be moving with him.","I am moving to the new job, but my partner is not moving with me.",I will be moving to another state to get it's own benefits.,,
T3A-0954,115_c,Model A,These snakes get their name from the beautifully changing pattern on their bodies.,premise,These snakes get their name from the beautifully changing pattern along their bodies.,These snakes get their name from the pattern on their bodies which beautifully changes over time.,,"The color of the snake's body varies from green, lime, and yellow.",,
T3A-0082,69139,Model A,It's hard to say.,premise,It's hard to determine.,It's hard to articulate.,,The first phase of the fall chapter is anticipated to be released in the fall of 2023.,,
T3A-0006,51_c,Model A,The teacher wrote a quote from Martin Luther King Jr in every student's yearbook.,premise,The teacher wrote the same quote from Martin Luther King Jr in every student's yearbook.,"The teacher wrote a quote in every student's yearbook, and all the quotes were from Martin Luther King Jr.",,The class has 30 students.,,
T3A-0631,82457,Model B,"All things being equal, she would have chosen the job in New York.",premise,"If the situation were different such that all things were equal, she would have chosen the job in New York.","All things being equal, she would have chosen the job in New York, and she may have.",,But you don't always get what you feel you want.,,
T3A-0708,25982,Model A,The workers went on strike because they were not being paid enough.,premise,"The workers went on strike because although they were being paid, they were not being paid enough.","The workers went on strike because they were not being paid enough, which may include not being paid at all.",,The workers went on strike because they were not being given sufficient respect.,,
T3A-0703,30056,Model B,I heard that the cat was stuck in the tree.,premise,I heard someone say that the cat was stuck in the tree.,I heard the sound of the cat stuck in the tree.,,drew a rope to her and help her down.,,
T3A-1039,57730,Model B,A great deal of the evidence has not been gathered.,hypothesis,A great deal of the evidence remains to be gathered.,It is not the case that a great deal of the evidence has been gathered.,,"If so, there is no international law which applies.",,
T3A-0484,109_c,Model A,Only Susan likes her painting.,hypothesis,No one likes Susan's painting except herself.,No one likes their painting except Susan.,,Only Susan does not like her painting.,,
T3A-0845,92702,Model B,One purpose of the article is to discuss the pros and cons of the death penalty.,premise,One purpose of writing the article is to discuss the pros and cons of the death penalty.,One facet of the article is that it discusses the pros and cons of the death penalty.,,1.,,
T3A-0040,84765,Model A,He was a great man and will be missed.,premise,He was a great man while alive and will be missed.,He was a great man when he was around and will be missed.,,It is a great place to live.,,
T3A-0738,55390,Model A,The company's sales increased by 3 percent last quarter.,hypothesis,The company's sales increased by (at least) 3 percent last quarter.,The company's sales increased by only 3 percent last quarter.,,"In the following quarter, the company's sales increased by 2 percent.",,
T3A-0893,60459,Model B,"The more you practice, the better you'll get.",premise,"The more you practice, the better you'll get; practice is necessary for getting better.","The more you practice, the better you'll get, though there may be other ways of getting better, too.",,10 Questions Show answers.,,
T3A-0344,38184,Model A,The study found that the most effective way to reduce crime is to increase the number of police officers.,premise,It was shown in the study that the most effective way to reduce crime is to increase the number of police officers.,The study concluded that the most effective way to reduce crime is to increase the number of police officers.,,The study found that the most effective way to reduce crime is to increase the number of police officers.,,
T3A-0102,78442,Model A,I can't find my keys.,hypothesis,I have not found my keys.,I am physically unable to find my keys.,,I can't find anything.,,
T3A-0327,125_c,Model B,"She took medication until she was 21, then took a seven-year break, which included therapy.",premise,"She took medication until she was 21, then took a seven-year break, which included a break from therapy.","She took medication until she was 21, then took a seven-year break, during which she still went to therapy.",,30 amazing chest tattoos for men.,,
T3A-0029,95_c,Model B,People who are funny naturally use humor to build connections.,premise,People who are naturally funny use humor to build connections.,Funny people naturally use humor to build connections.,,"Of course, we approach being funny differently depending on our natural or learned tendencies.",,
T3A-0230,18036,Model A,The aim of the study was to improve the understanding of the factors that influence students' decisions to study abroad.,premise,The aim of the study was to improve the understanding of what factors influence students' decisions to study abroad.,The aim of the study was to improve the understanding of known factors influencing students' decisions to study abroad.,,"In order to do this, the researchers used a combination of quantitative and qualitative research methods.",,
T3A-0384,100478,Model A,I'm not sure I can do this.,premise,I'm not sure whether I can do this.,I can't do this.,,Any help would be appreciated.,,
T3A-0777,82270,Model B,I would not recommend the book.,hypothesis,"I would not recommend the book, not necessarily because I didn't enjoy it, but for some other reason.",I did not like the book.,,"7 upvotes, 3 comments.",,
T3A-0785,31860,Model B,One of the most important factors in the development of the American economy was the rise of the industry.,premise,"One of the most important factors in the development of the American economy was the rise of the industry, but it was not the single most important factor.","One of the most important factors, perhaps the single most important factor, in the development of the American economy was the rise of the industry.",,The Industrial Revolution allowed Americans to improve the manner in which goods were produced and permitted them to produce goods at a much higher rate.,,
T3A-0895,11624,Model B,The first step is to come up with a working thesis.,hypothesis,The first step is to come up with a tentative thesis.,The first step is to come up with a functional thesis.,,The thesis should answer a question formulated through discipline-specific research.,,
T3A-0383,100478,Model B,I'm not sure I can do this.,premise,I'm not sure whether I can do this.,I can't do this.,,"6 weeks ago, when I wrote the letter on my drugstore blog, I started caving in to my old feelings and thoughts.",,
T3A-0694,81_c,Model A,I am afraid that we will have to cancel tomorrow's picnic.,premise,I am sorry to share that we will have to cancel tomorrow's picnic.,I am worried that we will have to cancel tomorrow's picnic.,,D: I am afraid we will have to cancel the picnic tomorrow.,,
T3A-0919,21195,Model B,I take the bus to work every day.,premise,I take the bus at some point in my commute to work every day.,"I take the bus to work every day, as my main mode of transportation.",,Most mornings I'll have a latte from Brewed Awakenings.,,
T3A-0055,37924,Model B,Change is good.,hypothesis,"In general, change is good.",Change is necessarily good.,,Do you believe that?,,
T3A-1010,96171,Model A,"If a graph is not complete, it is possible that it is missing some edges.",premise,"If a graph is not complete, then it is possible that it is missing some edges; otherwise, it must be missing vertices.","If a graph is not complete, it would be because it is possible that it is missing some edges.",,Step 1: Analyze whether the graph is complete or not.,,
T3A-0028,40798,Model A,The highway will connect the two cities.,hypothesis,The highway is expected to connect the two cities.,The highway will certainly connect the two cities.,,The distance between the two cities is 120 miles.,,
T3A-0902,53_c,Model A,John wants to marry a Frenchwoman.,hypothesis,John wants to marry a certain woman who is French.,John wants for his future wife to be French.,,"He doesn't speak French, so he wants to learn the language.",,
T3A-0820,83055,Model A,I will be out of the office for the next two weeks on vacation.,premise,"I will be out of the office for the next two weeks, starting from tomorrow, on vacation.","I will be out of the office for the next two weeks on vacation, starting next Monday.",,I will be staying home with my wife and daughter.,,
T3A-0228,10932,Model A,The company has been losing money for the past three years.,hypothesis,The company has been making less and less money for the past three years.,The company has been making a loss for the past three years.,,The statement that the company has been losing money for the past three years is a fact.,,
T3A-0094,34616,Model A,I have one of the best jobs in the world.,premise,"I have one of the best jobs in the world, if not the best.","I have one of the best jobs in the world, though not the best.",,I get to help people.,,
T3A-0928,65_c,Model A,We saw her duck.,premise,We saw the duck that's hers.,We saw her duck down.,,She was a little duck.,,
T3A-0151,32_c,Model B,Peter believes someone is out to get him.,hypothesis,There is a particular person who Peter believes is out to get him.,Peter believes someone out there is out to get him.,,"1 Corinthians 12 King James Version (KJV) 12 Now concerning spiritual gifts, brethren, I would not have you ignorant.",,
