blind_id,instance_id,model_blind,actual_model,source_file,original_continuation_index
T3A-0591,102600,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,66
T3A-0592,102600,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,46
T3A-0593,11422,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,79
T3A-0594,11422,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,96
T3A-0595,69709,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,63
T3A-0596,69709,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,80
T3A-0597,65375,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,56
T3A-0598,65375,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,97
T3A-0599,16873,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,6
T3A-0600,16873,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,26
T3A-0601,5393,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,34
T3A-0602,5393,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,70
T3A-0603,40717,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,16
T3A-0604,40717,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,36
T3A-0605,35449,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,56
T3A-0606,35449,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,89
T3A-0607,4184,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,62
T3A-0608,4184,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,15
T3A-0609,8954,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,3
T3A-0610,8954,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,80
T3A-0611,77314,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,77
T3A-0612,77314,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,30
T3A-0613,83_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,90
T3A-0614,83_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,20
T3A-0615,31944,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,39
T3A-0616,31944,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,70
T3A-0617,33124,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,1
T3A-0618,33124,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,70
T3A-0619,51646,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,52
T3A-0620,51646,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,11
T3A-0621,47150,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,28
T3A-0622,47150,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,14
T3A-0623,75877,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,59
T3A-0624,75877,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,15
T3A-0625,94196,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,82
T3A-0626,94196,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,19
T3A-0627,45090,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,63
T3A-0628,45090,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,92
T3A-0629,111_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,37
T3A-0630,111_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,66
T3A-0631,82457,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,90
T3A-0632,82457,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,34
T3A-0633,136_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,53
T3A-0634,136_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,61
T3A-0635,9136,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,60
T3A-0636,9136,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,31
T3A-0637,102411,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,58
T3A-0638,102411,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,70
T3A-0639,88_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,18
T3A-0640,88_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,49
T3A-0641,33756,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,24
T3A-0642,33756,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,76
T3A-0643,82833,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,65
T3A-0644,82833,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,95
T3A-0645,43732,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,17
T3A-0646,43732,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,8
T3A-0647,67189,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,35
T3A-0648,67189,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,98
T3A-0649,6883,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,53
T3A-0650,6883,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,43
T3A-0651,58_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,64
T3A-0652,58_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,34
T3A-0653,102113,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,0
T3A-0654,102113,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,36
T3A-0655,26677,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,92
T3A-0656,26677,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,38
T3A-0657,84_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,75
T3A-0658,84_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,74
T3A-0659,71518,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,84
T3A-0660,71518,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,62
T3A-0661,81494,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,19
T3A-0662,81494,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,57
T3A-0663,61_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,68
T3A-0664,61_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,61
T3A-0665,37201,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,44
T3A-0666,37201,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,42
T3A-0667,22923,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,70
T3A-0668,22923,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,97
T3A-0669,103217,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,69
T3A-0670,103217,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,48
T3A-0671,45528,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,58
T3A-0672,45528,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,41
T3A-0673,102_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,24
T3A-0674,102_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,89
T3A-0675,67167,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,30
T3A-0676,67167,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,73
T3A-0677,9417,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,49
T3A-0678,9417,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,29
T3A-0679,30_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,99
T3A-0680,30_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,52
T3A-0681,127_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,5
T3A-0682,127_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,40
T3A-0683,1747,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,95
T3A-0684,1747,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,60
T3A-0685,5547,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,90
T3A-0686,5547,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,48
T3A-0687,25_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,49
T3A-0688,25_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,87
T3A-0689,93090,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,83
T3A-0690,93090,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,19
T3A-0691,97408,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,63
T3A-0692,97408,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,4
T3A-0693,81_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,16
T3A-0694,81_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,64
T3A-0695,66695,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,75
T3A-0696,66695,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,42
T3A-0697,27_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,12
T3A-0698,27_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,56
T3A-0699,93445,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,12
T3A-0700,93445,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,67
T3A-0701,85007,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,58
T3A-0702,85007,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,1
T3A-0703,30056,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,92
T3A-0704,30056,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,18
T3A-0705,37060,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,52
T3A-0706,37060,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,83
T3A-0707,25982,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,19
T3A-0708,25982,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,9
T3A-0709,23_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,60
T3A-0710,23_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,33
T3A-0711,37555,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,43
T3A-0712,37555,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,79
T3A-0713,130_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,88
T3A-0714,130_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,50
T3A-0715,121_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,83
T3A-0716,121_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,10
T3A-0717,30922,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,42
T3A-0718,30922,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,86
T3A-0719,39469,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,68
T3A-0720,39469,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,48
T3A-0721,77368,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,40
T3A-0722,77368,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,80
T3A-0723,9139,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,91
T3A-0724,9139,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,97
T3A-0725,53458,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,62
T3A-0726,53458,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,69
T3A-0727,6668,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,4
T3A-0728,6668,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,79
T3A-0729,9678,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,8
T3A-0730,9678,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,30
T3A-0731,32909,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,80
T3A-0732,32909,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,89
T3A-0733,70006,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,36
T3A-0734,70006,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,29
T3A-0735,138_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,95
T3A-0736,138_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,11
T3A-0737,55390,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,55
T3A-0738,55390,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,12
T3A-0739,3232,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,97
T3A-0740,3232,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,81
T3A-0741,103037,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,90
T3A-0742,103037,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,12
T3A-0743,101372,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,56
T3A-0744,101372,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,21
T3A-0745,69556,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,88
T3A-0746,69556,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,38
T3A-0747,59560,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,3
T3A-0748,59560,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,5
T3A-0749,85444,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,41
T3A-0750,85444,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,7
T3A-0751,84927,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,37
T3A-0752,84927,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,45
T3A-0753,96_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,47
T3A-0754,96_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,55
T3A-0755,7_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,18
T3A-0756,7_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,31
T3A-0757,44932,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,67
T3A-0758,44932,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,52
T3A-0759,22885,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,72
T3A-0760,22885,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,89
T3A-0761,32203,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,23
T3A-0762,32203,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,21
T3A-0763,93258,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,22
T3A-0764,93258,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,10
T3A-0765,98062,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,78
T3A-0766,98062,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,48
T3A-0767,89448,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,79
T3A-0768,89448,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,87
T3A-0769,12854,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,30
T3A-0770,12854,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,63
T3A-0771,94969,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,74
T3A-0772,94969,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,18
T3A-0773,134_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,29
T3A-0774,134_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,59
T3A-0775,36658,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,81
T3A-0776,36658,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,32
T3A-0777,82270,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,58
T3A-0778,82270,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,32
T3A-0779,25187,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,85
T3A-0780,25187,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,1
T3A-0781,13987,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,59
T3A-0782,13987,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,37
T3A-0783,36760,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,86
T3A-0784,36760,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,69
T3A-0785,31860,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,20
T3A-0786,31860,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,9
T3A-0787,2535,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,56
T3A-0788,2535,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,44
T3A-0789,31619,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,75
T3A-0790,31619,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,38
T3A-0791,10452,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,81
T3A-0792,10452,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,54
T3A-0793,56366,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,88
T3A-0794,56366,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,32
T3A-0795,28507,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,58
T3A-0796,28507,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,38
T3A-0797,6351,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,25
T3A-0798,6351,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,49
T3A-0799,51435,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,61
T3A-0800,51435,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,13
T3A-0801,34144,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,30
T3A-0802,34144,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,48
T3A-0803,98_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,73
T3A-0804,98_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,45
T3A-0805,13321,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,73
T3A-0806,13321,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,37
T3A-0807,27825,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,89
T3A-0808,27825,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,37
T3A-0809,122_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,2
T3A-0810,122_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,84
T3A-0811,83923,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,50
T3A-0812,83923,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,35
T3A-0813,63_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,1
T3A-0814,63_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,72
T3A-0815,35343,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,87
T3A-0816,35343,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,97
T3A-0817,96159,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,6
T3A-0818,96159,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,77
T3A-0819,83055,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,95
T3A-0820,83055,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,63
T3A-0821,60_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,36
T3A-0822,60_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,99
T3A-0823,102166,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,29
T3A-0824,102166,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,77
T3A-0825,89916,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,45
T3A-0826,89916,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,28
T3A-0827,58905,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,81
T3A-0828,58905,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,24
T3A-0829,74872,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,79
T3A-0830,74872,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,32
T3A-0831,101_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,86
T3A-0832,101_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,96
T3A-0833,42873,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,92
T3A-0834,42873,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,98
T3A-0835,43557,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,84
T3A-0836,43557,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,87
T3A-0837,82498,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,17
T3A-0838,82498,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,80
T3A-0839,55114,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,12
T3A-0840,55114,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,80
T3A-0841,73089,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,82
T3A-0842,73089,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,5
T3A-0843,78_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,39
T3A-0844,78_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,56
T3A-0845,92702,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,4
T3A-0846,92702,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,74
T3A-0847,95097,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,46
T3A-0848,95097,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,93
T3A-0849,81844,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,16
T3A-0850,81844,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,11
T3A-0851,36761,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,37
T3A-0852,36761,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,41
T3A-0853,15100,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,95
T3A-0854,15100,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,53
T3A-0855,28935,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,22
T3A-0856,28935,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,25
T3A-0857,47_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,16
T3A-0858,47_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,69
T3A-0859,68445,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,46
T3A-0860,68445,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,67
T3A-0861,51834,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,64
T3A-0862,51834,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,34
T3A-0863,64473,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,21
T3A-0864,64473,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,32
T3A-0865,14_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,61
T3A-0866,14_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,37
T3A-0867,103211,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,95
T3A-0868,103211,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,43
T3A-0869,25324,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,14
T3A-0870,25324,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,59
T3A-0871,10144,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,9
T3A-0872,10144,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,18
T3A-0873,17742,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,96
T3A-0874,17742,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,28
T3A-0875,36529,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,86
T3A-0876,36529,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,92
T3A-0877,135_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,86
T3A-0878,135_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,51
T3A-0879,30872,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,71
T3A-0880,30872,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,46
T3A-0881,90_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,11
T3A-0882,90_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,50
T3A-0883,96696,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,1
T3A-0884,96696,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,33
T3A-0885,74717,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,68
